,title
4431,Kingpin (1996)
4432,Kings Row (1942)
4433,"Kings of Summer, The (2013)"
4434,Kingsglaive: Final Fantasy XV (2016)
4435,Kingsman: The Secret Service (2015)
4436,Kinsey (2004)
4437,Kirikou and the Sorceress (Kirikou et la sorcière) (1998)
4438,Kismet (1955)
4439,"Kiss Before Dying, A (1956)"
4440,Kiss Kiss Bang Bang (2005)
4441,Kiss Me Deadly (1955)
4442,Kiss Me Kate (1953)
4443,"Kiss Me, Guido (1997)"
4444,Kiss of Death (1995)
4445,Kiss of the Dragon (2001)
4446,Kiss of the Spider Woman (1985)
4447,Kiss the Girls (1997)
4448,Kissed (1996)
4449,Kissing Jessica Stein (2001)
4450,Kissing a Fool (1998)
4451,Kite (2014)
4452,"Kite Runner, The (2007)"
4453,Klute (1971)
4454,Knife in the Water (Nóz w wodzie) (1962)
4455,Knight and Day (2010)
4456,"Knight's Tale, A (2001)"
4457,Knightriders (1981)
4458,Knights of Badassdom (2013)
4459,Knocked Up (2007)
4460,Knockin' on Heaven's Door (1997)
4461,"Knot, The (2012)"
4462,Knowing (2009)
4463,Koch (2012)
4464,Kokowääh (2011)
4465,Kolya (Kolja) (1996)
4466,Kon-Tiki (2012)
4467,Kopps (2003)
4468,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)
4469,Kramer vs. Kramer (1979)
4470,"Krays, The (1990)"
4471,Krippendorf's Tribe (1998)
4472,Kronos (1957)
4473,Krull (1983)
4474,Kull the Conqueror (1997)
4475,Kummeli Stories (1995)
4476,Kundun (1997)
4477,Kung Fu Hustle (Gong fu) (2004)
4478,Kung Fu Panda (2008)
4479,Kung Fu Panda 2 (2011)
4480,Kung Fu Panda 3 (2016)
4481,Kung Fu Panda: Secrets of the Furious Five (2008)
4482,Kung Fury (2015)
4483,Kung Pow: Enter the Fist (2002)
4484,Kurt & Courtney (1998)
4485,Kurt Cobain About a Son (2006)
4486,Kwaidan (Kaidan) (1964)
4487,L.A. Confidential (1997)
4488,L.A. Story (1991)
4489,L.I.E. (2001)
4490,La Cérémonie (1995)
4491,Labyrinth (1986)
4492,Labyrinth of Passion (Laberinto de Pasiones) (1982)
4493,Ladder 49 (2004)
4494,"Ladies Man, The (2000)"
4495,"Lady Eve, The (1941)"
4496,Lady Jane (1986)
4497,Lady Sings the Blues (1972)
4498,Lady Snowblood (Shurayukihime) (1973)
4499,"Lady Vanishes, The (1938)"
4500,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005)
4501,"Lady and the Duke, The (Anglaise et le duc, L') (2001)"
4502,Lady and the Tramp (1955)
4503,"Lady from Shanghai, The (1947)"
4504,Lady in the Water (2006)
4505,Ladybird Ladybird (1994)
4506,Ladyhawke (1985)
4507,"Ladykillers, The (1955)"
4508,"Ladykillers, The (2004)"
4509,Lagaan: Once Upon a Time in India (2001)
4510,Laggies (2014)
4511,"Lake House, The (2006)"
4512,Lake Mungo (2008)
4513,Lake Placid (1999)
4514,Lake of Fire (2006)
4515,Lakeview Terrace (2008)
4516,Lamerica (1994)
4517,Lammbock (2001)
4518,Land Before Time III: The Time of the Great Giving (1995)
4519,"Land Before Time, The (1988)"
4520,Land and Freedom (Tierra y libertad) (1995)
4521,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971)
4522,Land of Storms (2014)
4523,Land of the Dead (2005)
4524,Land of the Lost (2009)
4525,"Landlord, The (1970)"
4526,Lantana (2001)
4527,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
4528,Lara Croft Tomb Raider: The Cradle of Life (2003)
4529,Lara Croft: Tomb Raider (2001)
4530,Larger Than Life (1996)
4531,Larry Crowne (2011)
4532,Lars and the Real Girl (2007)
4533,Lassie (1994)
4534,Lassie Come Home (1943)
4535,Last Action Hero (1993)
4536,"Last Airbender, The (2010)"
4537,"Last American Virgin, The (1982)"
4538,"Last Boy Scout, The (1991)"
4539,"Last Castle, The (2001)"
4540,Last Chance Harvey (2008)
4541,"Last Circus, The (Balada triste de trompeta) (Sad Trumpet Ballad, A) (2010)"
4542,Last Dance (1996)
4543,Last Days (2005)
4544,"Last Days of Disco, The (1998)"
4545,"Last Days, The (1998)"
4546,"Last Detail, The (1973)"
4547,"Last Dragon, The (1985)"
4548,"Last Emperor, The (1987)"
4549,Last Exit to Brooklyn (1989)
4550,Last Holiday (2006)
4551,"Last House on the Left, The (1972)"
4552,"Last King of Scotland, The (2006)"
4553,"Last Kiss, The (Ultimo bacio, L') (2001)"
4554,Last Knights (2015)
4555,"Last Laugh, The (Letzte Mann, Der) (1924)"
4556,Last Life in the Universe (Ruang rak noi nid mahasan) (2003)
4557,Last Man Standing (1996)
4558,"Last Metro, The (Dernier métro, Le) (1980)"
4559,"Last Mimzy, The (2007)"
4560,Last Night (1998)
4561,"Last Picture Show, The (1971)"
4562,Last Resort (National Lampoon's Last Resort) (1994)
4563,"Last Samurai, The (2003)"
4564,"Last Seduction, The (1994)"
4565,"Last Shot, The (2004)"
4566,"Last Song, The (2010)"
4567,"Last Starfighter, The (1984)"
4568,Last Summer in the Hamptons (1995)
4569,"Last Supper, The (1995)"
4570,Last Tango in Paris (Ultimo tango a Parigi) (1972)
4571,"Last Temptation of Christ, The (1988)"
4572,"Last Time I Saw Paris, The (1954)"
4573,"Last Unicorn, The (1982)"
4574,Last Vegas (2013)
4575,"Last Waltz, The (1978)"
4576,"Last Wave, The (1977)"
4577,Last Year at Marienbad (L'Année dernière à Marienbad) (1961)
4578,"Last of England, The (1988)"
4579,"Last of the Mohicans, The (1992)"
4580,"Late Show, The (1977)"
4581,Latter Days (2003)
4582,Laura (1944)
4583,Laurel Canyon (2002)
4584,"Lavender Hill Mob, The (1951)"
4585,Law Abiding Citizen (2009)
4586,"Law of Desire (Ley del deseo, La) (1987)"
4587,Lawless (2012)
4588,Lawn Dogs (1997)
4589,Lawnmower Man 2: Beyond Cyberspace (1996)
4590,"Lawnmower Man, The (1992)"
4591,Lawrence of Arabia (1962)
4592,Laws of Attraction (2004)
4593,Layer Cake (2004)
4594,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
4595,"League of Ordinary Gentlemen, A (2004)"
4596,"League of Their Own, A (1992)"
4597,Lean on Me (1989)
4598,Leap Year (2010)
4599,Leap of Faith (1992)
4600,Leatherface: Texas Chainsaw Massacre III (1990)
4601,Leatherheads (2008)
4602,Leave Her to Heaven (1945)
4603,Leave It to Beaver (1997)
4604,Leaves of Grass (2009)
4605,Leaving Las Vegas (1995)
4606,Lee Daniels' The Butler (2013)
4607,Left Behind II: Tribulation Force (2002)
4608,Left Behind: The Movie (2000)
4609,Left Behind: World at War (2005)
4610,Legal Eagles (1986)
4611,Legally Blonde (2001)
4612,"Legally Blonde 2: Red, White & Blonde (2003)"
4613,Legend (1985)
4614,Legend (2015)
4615,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
4616,"Legend of Bagger Vance, The (2000)"
4617,"Legend of Drunken Master, The (Jui kuen II) (1994)"
4618,"Legend of Zorro, The (2005)"
4619,Legend of the Guardians: The Owls of Ga'Hoole (2010)
4620,"Legend of the Red Dragon (a.k.a. New Legend of Shaolin, The) (Hong Xi Guan: Zhi Shao Lin wu zu) (1994)"
4621,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)"
4622,Legendary Weapons of China (1982)
4623,Legends of the Fall (1994)
4624,Legion (2010)
4625,Legionnaire (1998)
4626,Lemony Snicket's A Series of Unfortunate Events (2004)
4627,Leningrad Cowboys Go America (1989)
4628,Lenny (1974)
4629,Leonard Cohen: I'm Your Man (2005)
4630,"Leopard, The (Gattopardo, Il) (1963)"
4631,Leprechaun (1993)
4632,Leprechaun in the Hood (2000)
4633,Less Than Zero (1987)
4634,Lesson Faust (1994)
4635,Lesson of the Evil (Aku no kyôten) (2012)
4636,Lessons of Darkness (Lektionen in Finsternis) (1992)
4637,Let It Be (1970)
4638,Let It Ride (1989)
4639,Let Me In (2010)
4640,Let the Right One In (Låt den rätte komma in) (2008)
4641,Let's Be Cops (2014)
4642,Lethal Weapon (1987)
4643,Lethal Weapon 2 (1989)
4644,Lethal Weapon 3 (1992)
4645,Lethal Weapon 4 (1998)
4646,Letter from an Unknown Woman (1948)
4647,"Letter to Elia, A (2010)"
4648,"Letter to Three Wives, A (1949)"
4649,"Letter, The (1940)"
4650,Letters from Iwo Jima (2006)
4651,Letters to Juliet (2010)
4652,Leviathan (1989)
4653,"Liability, The (2012)"
4654,Liar Liar (1997)
4655,Libeled Lady (1936)
4656,Liberal Arts (2012)
4657,Liberty Heights (1999)
4658,"Librarian, The: The Curse of the Judas Chalice (2008)"
4659,"Librarian: Return to King Solomon's Mines, The (2006)"
4660,Licence to Kill (1989)
4661,License to Drive (1988)
4662,License to Wed (2007)
4663,Life (1999)
4664,Life After Tomorrow (2006)
4665,"Life Aquatic with Steve Zissou, The (2004)"
4666,Life Is Beautiful (La Vita è bella) (1997)
4667,Life Is Sacred (2014)
4668,Life Is Sweet (1990)
4669,Life Itself (2014)
4670,"Life Less Ordinary, A (1997)"
4671,Life Partners (2014)
4672,Life Stinks (1991)
4673,"Life and Death of Colonel Blimp, The (1943)"
4674,"Life and Death of Peter Sellers, The (2004)"
4675,"Life and Times of Hank Greenberg, The (1998)"
4676,Life as We Know It (2010)
4677,Life as a House (2001)
4678,Life in a Day (2011)
4679,Life is a Miracle (Zivot je cudo) (2004)
4680,"Life of David Gale, The (2003)"
4681,"Life of Emile Zola, The (1937)"
4682,Life of Pi (2012)
4683,Life or Something Like It (2002)
4684,Life with Father (1947)
4685,Life with Mikey (1993)
4686,Lifeboat (1944)
4687,Lifeforce (1985)
4688,"Lifeguard, The (2013)"
4689,Light Sleeper (1992)
4690,Light Years (Gandahar) (1988)
4691,Light of Day (1987)
4692,Lightning Jack (1994)
4693,Lightning in a Bottle (2004)
4694,Lights in the Dusk (Laitakaupungin valot) (2006)
4695,"Like Father, Like Son (Soshite chichi ni naru) (2013)"
4696,Like Mike (2002)
4697,Like Water for Chocolate (Como agua para chocolate) (1992)
4698,Lilies of the Field (1963)
4699,Lilith (1964)
4700,Lilo & Stitch (2002)
4701,Lilting (2014)
4702,Lilya 4-Ever (Lilja 4-ever) (2002)
4703,Limbo (1999)
4704,Limelight (1952)
4705,"Limey, The (1999)"
4706,Limit (Limite) (1931)
4707,Limitless (2011)
4708,"Limits of Control, The (2009)"
4709,Lincoln (2012)
4710,"Lincoln Lawyer, The (2011)"
4711,Linda Linda Linda (2005)
4712,"Lion King II: Simba's Pride, The (1998)"
4713,"Lion King, The (1994)"
4714,"Lion in Winter, The (1968)"
4715,Lisbela e o Prisioneiro (Lisbela and the Prisoner) (2003)
4716,Listen to Me Marlon (2015)
4717,Little Big League (1994)
4718,Little Big Man (1970)
4719,Little Black Book (2004)
4720,Little Buddha (1993)
4721,Little Caesar (1931)
4722,Little Children (2006)
4723,"Little Colonel, The (1935)"
4724,Little Dieter Needs to Fly (1997)
4725,Little Fockers (2010)
4726,"Little Foxes, The (1941)"
4727,Little Giants (1994)
4728,"Little Girl Who Lives Down the Lane, The (1976)"
4729,Little Lord Fauntleroy (1936)
4730,Little Man (2006)
4731,Little Man Tate (1991)
4732,Little Manhattan (2005)
4733,"Little Mermaid, The (1989)"
4734,Little Miss Broadway (1938)
4735,Little Miss Sunshine (2006)
4736,Little Monsters (1989)
4737,Little Nemo: Adventures in Slumberland (1992)
4738,Little Nicky (2000)
4739,Little Nikita (1988)
4740,Little Odessa (1994)
4741,Little Otik (Otesánek) (2000)
4742,"Little Princess, A (1995)"
4743,"Little Princess, The (1939)"
4744,"Little Rascals, The (1994)"
4745,Little Richard (2000)
4746,"Little Romance, A (1979)"
4747,Little Shop of Horrors (1986)
4748,"Little Shop of Horrors, The (1960)"
4749,Little Voice (1998)
4750,Little Women (1933)
4751,Little Women (1994)
4752,"Littlest Rebel, The (1935)"
4753,Live Flesh (Carne trémula) (1997)
4754,Live Free or Die Hard (2007)
4755,Live Nude Girls (1995)
4756,Live and Let Die (1973)
4757,"Lives of Others, The (Das leben der Anderen) (2006)"
4758,"Living Daylights, The (1987)"
4759,Living Out Loud (1998)
4760,Living in Oblivion (1995)
4761,"Lizzie McGuire Movie, The (2003)"
4762,Loaded (1994)
4763,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
4764,Local Hero (1983)
4765,"Lock, Stock & Two Smoking Barrels (1998)"
4766,Locke (2013)
4767,Lockout (2012)
4768,"Lodger: A Story of the London Fog, The (1927)"
4769,Logan's Run (1976)
4770,Lola Montès (1955)
4771,Lola Versus (2012)
4772,Lolita (1962)
4773,Lolita (1997)
4774,London (2005)
4775,London Boulevard (2010)
4776,London Has Fallen (2016)
4777,"Lone Ranger, The (2013)"
4778,Lone Star (1996)
4779,Lone Survivor (2013)
4780,Lone Wolf and Cub: Baby Cart to Hades (Kozure Ôkami: Shinikazeni mukau ubaguruma) (1972)
4781,Lonely Are the Brave (1962)
4782,Lonesome Dove (1989)
4783,Long Day's Journey Into Night (1962)
4784,"Long Good Friday, The (1980)"
4785,"Long Goodbye, The (1973)"
4786,"Long Kiss Goodnight, The (1996)"
4787,Long Night's Journey Into Day (2000)
4788,"Long Riders, The (1980)"
4789,"Long Walk Home, The (1990)"
4790,"Long, Hot Summer, The (1958)"
4791,Long-Term Relationship (2006)
4792,"Longest Day, The (1962)"
4793,"Longest Yard, The (1974)"
4794,"Longest Yard, The (2005)"
4795,Longtime Companion (1990)
4796,Look Who's Talking (1989)
4797,Look Who's Talking Now (1993)
4798,Look Who's Talking Too (1990)
4799,Look at Me (Comme une image) (2004)
4800,"Look of Silence, The (2014)"
4801,Looking for Comedy in the Muslim World (2005)
4802,Looking for Eric (2009)
4803,Looking for Mr. Goodbar (1977)
4804,Looking for Richard (1996)
4805,"Lookout, The (2007)"
4806,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)"
4807,Looper (2012)
4808,Lord Love a Duck (1966)
4809,Lord of Illusions (1995)
4810,Lord of War (2005)
4811,Lord of the Flies (1963)
4812,Lord of the Flies (1990)
4813,"Lord of the Rings, The (1978)"
4814,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
4815,"Lord of the Rings: The Return of the King, The (2003)"
4816,"Lord of the Rings: The Two Towers, The (2002)"
4817,Lords of Dogtown (2005)
4818,"Lords of Flatbush, The (1974)"
4819,Lorenzo's Oil (1992)
4820,Lorna's Silence (Le silence de Lorna) (2008)
4821,Loser (2000)
4822,"Losers, The (2010)"
4823,Losing Chase (1996)
4824,Losing Isaiah (1995)
4825,"Loss of Sexual Innocence, The (1999)"
4826,Lost & Found (1999)
4827,"Lost Boys, The (1987)"
4828,"Lost Embrace (Abrazo partido, El) (2004)"
4829,Lost Highway (1997)
4830,Lost Horizon (1937)
4831,"Lost Skeleton of Cadavra, The (2002)"
4832,"Lost Son, The (1999)"
4833,Lost Souls (2000)
4834,"Lost Weekend, The (1945)"
4835,"Lost World, The (1925)"
4836,"Lost World: Jurassic Park, The (1997)"
4837,Lost and Delirious (2001)
4838,Lost in America (1985)
4839,Lost in La Mancha (2002)
4840,Lost in Space (1998)
4841,Lost in Translation (2003)
4842,"Lot Like Love, A (2005)"
4843,Louis C.K.: Chewed Up (2008)
4844,Louis C.K.: Hilarious (2010)
4845,Louis C.K.: Live at The Comedy Store (2015)
4846,Louis C.K.: Live at the Beacon Theater (2011)
4847,Louis C.K.: Oh My God (2013)
4848,Louis C.K.: Shameless (2007)
4849,Louis Theroux: The Most Hated Family in America in Crisis (2011)
4850,Love & Human Remains (1993)
4851,Love & Mercy (2014)
4852,Love & Sex (2000)
4853,Love Actually (2003)
4854,Love Affair (1994)
4855,"Love Bug, The (1969)"
4856,Love Field (1992)
4857,"Love Guru, The (2008)"
4858,Love Is Colder Than Death (Liebe ist kälter als der Tod) (1969)
4859,Love Is Strange (2014)
4860,Love Is a Many-Splendored Thing (1955)
4861,Love Is the Devil (1998)
4862,"Love Letter, The (1999)"
4863,Love Me If You Dare (Jeux d'enfants) (2003)
4864,Love Potion #9 (1992)
4865,"Love Song for Bobby Long, A (2004)"
4866,Love Stinks (1999)
4867,Love Story (1970)
4868,Love Walked In (1998)
4869,Love Wrecked (2005)
4870,Love and Basketball (2000)
4871,Love and Death (1975)
4872,Love and Death on Long Island (1997)
4873,Love and Other Catastrophes (1996)
4874,Love and Other Drugs (2010)
4875,Love and a .45 (1994)
4876,Love and a Bullet (2002)
4877,Love in the Afternoon (1957)
4878,"Love on the Run (Amour en fuite, L') (1979)"
4879,Love the Hard Way (2001)
4880,Love! Valour! Compassion! (1997)
4881,Love's Labour's Lost (2000)
4882,"Loved Ones, The (2009)"
4883,Lovelace (2013)
4884,Lovely & Amazing (2001)
4885,"Lovely Bones, The (2009)"
4886,Lover Come Back (1961)
4887,"Lover, The (Amant, L') (1992)"
4888,Loverboy (1989)
4889,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)"
4890,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)"
4891,Lovesick (2014)
4892,Loving You (1957)
4893,"Low Down Dirty Shame, A (1994)"
4894,Lucas (1986)
4895,Lucky Break (2001)
4896,Lucky Number Slevin (2006)
4897,Lucky Numbers (2000)
4898,"Lucky One, The (2012)"
4899,Lucy (2014)
4900,Lumumba (2000)
4901,Luna de Avellaneda (2004)
4902,"Luna, La (1979)"
4903,Lunacy (Sílení) (2006)
4904,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)
4905,Lured (1947)
4906,"Lust, Caution (Se, jie) (2007)"
4907,Luther (2003)
4908,Luxo Jr. (1986)
4909,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
4910,M (1931)
4911,M*A*S*H (a.k.a. MASH) (1970)
4912,M. Butterfly (1993)
4913,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)"
4914,Maborosi (Maboroshi no hikari) (1995)
4915,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)"
4916,Machete (2010)
4917,Machete Kills (Machete 2) (2013)
4918,Mackenna's Gold (1969)
4919,Mad About Mambo (2000)
4920,Mad City (1997)
4921,Mad Dog and Glory (1993)
4922,Mad Hot Ballroom (2005)
4923,Mad Love (1995)
4924,Mad Max (1979)
4925,Mad Max Beyond Thunderdome (1985)
4926,Mad Max: Fury Road (2015)
4927,Madagascar (2005)
4928,Madagascar 3: Europe's Most Wanted (2012)
4929,Madagascar: Escape 2 Africa (2008)
4930,Madame Butterfly (1995)
4931,Madame Sousatzka (1988)
4932,Made (2001)
4933,Made for Each Other (1939)
4934,Made in America (1993)
4935,Made in Dagenham (2010)
4936,Made of Honor (2008)
4937,Madeline (1998)
4938,"Madness of King George, The (1994)"
4939,Madonna: Truth or Dare (1991)
4940,Maelström (2000)
4941,"Magdalene Sisters, The (2002)"
4942,Maggie (2015)
4943,Magic (1978)
4944,"Magic Flute, The (Trollflöjten) (1975)"
4945,Magic Mike (2012)
4946,Magic Mike XXL (2015)
4947,Magic Trip (2011)
4948,Magic in the Moonlight (2014)
4949,Magical Mystery Tour (1967)
4950,Magicians (2007)
4951,"Magnificent Ambersons, The (1942)"
4952,Magnificent Obsession (1954)
4953,"Magnificent Seven, The (1960)"
4954,Magnolia (1999)
4955,Magnum Force (1973)
4956,Mahler (1974)
4957,Maid in Manhattan (2002)
4958,Maid to Order (1987)
4959,"Main Event, The (1979)"
4960,"Majestic, The (2001)"
4961,Major League (1989)
4962,Major League II (1994)
4963,Major League: Back to the Minors (1998)
4964,Major Payne (1995)
4965,"Major and the Minor, The (1942)"
4966,Make Mine Music (1946)
4967,Make the Yuletide Gay (2009)
4968,Making Love (1982)
4969,Making Mr. Right (1987)
4970,Making a Murderer (2015)
4971,"Making of a Legend: Gone with the Wind, The (1988)"
4972,Mala Noche (1985)
4973,Malcolm X (1992)
4974,Maleficent (2014)
4975,Malibu's Most Wanted (2003)
4976,Malice (1993)
4977,Mallrats (1995)
4978,"Maltese Falcon, The (1941)"
4979,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
4980,Malèna (2000)
4981,Mama (2013)
4982,Mambo Italiano (2003)
4983,"Mambo Kings, The (1992)"
4984,Mamma Mia! (2008)
4985,Man Bites Dog (C'est arrivé près de chez vous) (1992)
4986,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)"
4987,Man Facing Southeast (1986)
4988,"Man Who Came to Dinner, The (1942)"
4989,"Man Who Fell to Earth, The (1976)"
4990,"Man Who Knew Too Little, The (1997)"
4991,"Man Who Knew Too Much, The (1934)"
4992,"Man Who Knew Too Much, The (1956)"
4993,"Man Who Shot Liberty Valance, The (1962)"
4994,"Man Who Wasn't There, The (2001)"
4995,"Man Who Would Be King, The (1975)"
4996,"Man Without a Face, The (1993)"
4997,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)"
4998,"Man and a Woman, A (Un homme et une femme) (1966)"
4999,"Man for All Seasons, A (1966)"
5000,"Man from Earth, The (2007)"
5001,"Man from Snowy River, The (1982)"
5002,"Man in the Iron Mask, The (1998)"
5003,"Man in the White Suit, The (1951)"
5004,Man of Steel (2013)
5005,Man of Tai Chi (2013)
5006,Man of the House (1995)
5007,Man of the Year (1995)
5008,Man of the Year (2006)
5009,Man on Fire (2004)
5010,Man on Wire (2008)
5011,Man on a Ledge (2012)
5012,Man on the Moon (1999)
5013,"Man on the Train (Homme du train, L') (2002)"
5014,"Man with One Red Shoe, The (1985)"
5015,"Man with Two Brains, The (1983)"
5016,"Man with the Golden Arm, The (1955)"
5017,"Man with the Golden Gun, The (1974)"
5018,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)"
5019,Man's Favorite Sport? (1964)
5020,"Man, The (2005)"
5021,"Manchurian Candidate, The (1962)"
5022,"Manchurian Candidate, The (2004)"
5023,Mandela: Long Walk to Freedom (2013)
5024,Manderlay (2005)
5025,"Mangler, The (1995)"
5026,Manhattan (1979)
5027,Manhattan Murder Mystery (1993)
5028,Manhunter (1986)
5029,Maniac (1963)
5030,Maniac (1980)
5031,Maniac Cop (1988)
5032,Manic (2001)
5033,Mannequin (1987)
5034,Manon of the Spring (Manon des sources) (1986)
5035,Manos: The Hands of Fate (1966)
5036,Mansfield Park (1999)
5037,Manson Family Vacation (2015)
5038,"Manson Family, The (2003)"
5039,Manufacturing Consent: Noam Chomsky and the Media (1992)
5040,"Many Adventures of Winnie the Pooh, The (1977)"
5041,"Map of the World, A (1999)"
5042,Maps to the Stars (2014)
5043,Marathon Man (1976)
5044,Marc Maron: Thinky Pain (2013)
5045,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)"
5046,"March of the Penguins (Marche de l'empereur, La) (2005)"
5047,Marco Polo: One Hundred Eyes (2015)
5048,Margaret (2011)
5049,Margaret's Museum (1995)
5050,Margin Call (2011)
5051,Margot at the Wedding (2007)
5052,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)"
5053,"Mariachi, El (1992)"
5054,Marie Antoinette (2006)
5055,"Marine, The (2006)"
5056,Marjorie Morningstar (1958)
5057,"Mark of Zorro, The (1920)"
5058,"Mark of Zorro, The (1940)"
5059,Mark of the Devil (Hexen bis aufs Blut gequält) (1970)
5060,Marked for Death (1990)
5061,Marlene Dietrich: Shadow and Light (1996)
5062,Marley & Me (2008)
5063,Marley (2012)
5064,Marnie (1964)
5065,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)"
5066,Married to the Mob (1988)
5067,"Marrying Man, The (Too Hot to Handle) (1991)"
5068,Mars Attacks! (1996)
5069,Mars Needs Moms (2011)
5070,Martha Marcy May Marlene (2011)
5071,Martian Child (2007)
5072,Martin (1977)
5073,Marty (1955)
5074,Martyrs (2008)
5075,Marvin's Room (1996)
5076,Marwencol (2010)
5077,Mary Poppins (1964)
5078,Mary Reilly (1996)
5079,Mary Shelley's Frankenstein (Frankenstein) (1994)
5080,Mary and Max (2009)
5081,Masculin Féminin (1966)
5082,Mask (1985)
5083,"Mask of Zorro, The (1998)"
5084,"Mask, The (1994)"
5085,"Masque of the Red Death, The (1964)"
5086,Masquerade (1988)
5087,Mass Appeal (1984)
5088,Master and Commander: The Far Side of the World (2003)
5089,"Master of Disguise, The (2002)"
5090,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)
5091,"Master, The (2012)"
5092,Masters of the Universe (1987)
5093,"Matador, The (2005)"
5094,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)"
5095,Match Point (2005)
5096,"MatchMaker, The (1997)"
5097,Matchstick Men (2003)
5098,Matewan (1987)
5099,Matilda (1996)
5100,"Matrix Reloaded, The (2003)"
5101,"Matrix Revolutions, The (2003)"
5102,"Matrix, The (1999)"
5103,Matti: Hell Is for Heroes (Matti) (2006)
5104,Maurice (1987)
5105,Maverick (1994)
5106,Max (2002)
5107,Max Dugan Returns (1983)
5108,Max Keeble's Big Move (2001)
5109,Max Payne (2008)
5110,Maximum Conviction (2012)
5111,Maximum Overdrive (1986)
5112,Maximum Risk (1996)
5113,May (2002)
5114,Maya Lin: A Strong Clear Vision (1994)
5115,Maybe Baby (2000)
5116,"Maze Runner, The (2014)"
5117,Maze Runner: Scorch Trials (2015)
5118,McCabe & Mrs. Miller (1971)
5119,"McFarland, USA (2015)"
5120,McHale's Navy (1997)
5121,Me Before You (2016)
5122,Me Myself I (2000)
5123,Me and Earl and the Dying Girl (2015)
5124,Me and You and Everyone We Know (2005)
5125,"Me, Myself & Irene (2000)"
5126,Mean Creek (2004)
5127,Mean Girls (2004)
5128,Mean Machine (2001)
5129,Mean Streets (1973)
5130,Meatballs (1979)
5131,Meatballs 4 (1992)
5132,Meatballs III (1987)
5133,Meatballs Part II (1984)
5134,"Mechanic, The (2011)"
5135,"Medallion, The (2003)"
5136,Medicine Man (1992)
5137,Mediterraneo (1991)
5138,Medium Cool (1969)
5139,Meet Dave (2008)
5140,Meet Joe Black (1998)
5141,Meet John Doe (1941)
5142,Meet Me in St. Louis (1944)
5143,Meet the Deedles (1998)
5144,Meet the Feebles (1989)
5145,Meet the Fockers (2004)
5146,Meet the Parents (2000)
5147,Meet the Robinsons (2007)
5148,Meet the Spartans (2008)
5149,Megamind (2010)
5150,Mei and the Kittenbus (2002)
5151,Melancholia (2011)
5152,Melinda and Melinda (2004)
5153,Melvin Goes to Dinner (2003)
5154,Melvin and Howard (1980)
5155,"Member of the Wedding, The (1952)"
5156,Memento (2000)
5157,Memoirs of a Geisha (2005)
5158,Memories (Memorîzu) (1995)
5159,Memories of Murder (Salinui chueok) (2003)
5160,Memphis Belle (1990)
5161,Men Don't Leave (1990)
5162,"Men Who Stare at Goats, The (2009)"
5163,Men at Work (1990)
5164,Men in Black (a.k.a. MIB) (1997)
5165,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)
5166,Men in Black III (M.III.B.) (M.I.B.³) (2012)
5167,Men of Honor (2000)
5168,Men of War (1994)
5169,Men with Brooms (2002)
5170,Men with Guns (1997)
5171,"Men, The (1950)"
5172,"Men, Women & Children (2014)"
5173,Menace II Society (1993)
5174,Mental (2012)
5175,Mephisto (1981)
5176,"Merchant of Venice, The (2004)"
5177,Mercury Rising (1998)
5178,Mermaids (1990)
5179,Merry Madagascar (2009)
5180,"Merry War, A (1997)"
5181,Message in a Bottle (1999)
5182,Message to Love: The Isle of Wight Festival (1996)
5183,"Messenger, The (2009)"
5184,"Messenger: The Story of Joan of Arc, The (1999)"
5185,Metal: A Headbanger's Journey (2005)
