,title
4793,"Longest Day, The (1962)"
4794,"Longest Yard, The (1974)"
4795,"Longest Yard, The (2005)"
4796,Longtime Companion (1990)
4797,Look Who's Talking (1989)
4798,Look Who's Talking Now (1993)
4799,Look Who's Talking Too (1990)
4800,Look at Me (Comme une image) (2004)
4801,"Look of Silence, The (2014)"
4802,Looking for Comedy in the Muslim World (2005)
4803,Looking for Eric (2009)
4804,Looking for Mr. Goodbar (1977)
4805,Looking for Richard (1996)
4806,"Lookout, The (2007)"
4807,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)"
4808,Looper (2012)
4809,Lord Love a Duck (1966)
4810,Lord of Illusions (1995)
4811,Lord of War (2005)
4812,Lord of the Flies (1963)
4813,Lord of the Flies (1990)
4814,"Lord of the Rings, The (1978)"
4815,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
4816,"Lord of the Rings: The Return of the King, The (2003)"
4817,"Lord of the Rings: The Two Towers, The (2002)"
4818,Lords of Dogtown (2005)
4819,"Lords of Flatbush, The (1974)"
4820,Lorenzo's Oil (1992)
4821,Lorna's Silence (Le silence de Lorna) (2008)
4822,Loser (2000)
4823,"Losers, The (2010)"
4824,Losing Chase (1996)
4825,Losing Isaiah (1995)
4826,"Loss of Sexual Innocence, The (1999)"
4827,Lost & Found (1999)
4828,"Lost Boys, The (1987)"
4829,"Lost Embrace (Abrazo partido, El) (2004)"
4830,Lost Highway (1997)
4831,Lost Horizon (1937)
4832,"Lost Skeleton of Cadavra, The (2002)"
4833,"Lost Son, The (1999)"
4834,Lost Souls (2000)
4835,"Lost Weekend, The (1945)"
4836,"Lost World, The (1925)"
4837,"Lost World: Jurassic Park, The (1997)"
4838,Lost and Delirious (2001)
4839,Lost in America (1985)
4840,Lost in La Mancha (2002)
4841,Lost in Space (1998)
4842,Lost in Translation (2003)
4843,"Lot Like Love, A (2005)"
4844,Louis C.K.: Chewed Up (2008)
4845,Louis C.K.: Hilarious (2010)
4846,Louis C.K.: Live at The Comedy Store (2015)
4847,Louis C.K.: Live at the Beacon Theater (2011)
4848,Louis C.K.: Oh My God (2013)
4849,Louis C.K.: Shameless (2007)
4850,Louis Theroux: The Most Hated Family in America in Crisis (2011)
4851,Love & Human Remains (1993)
4852,Love & Mercy (2014)
4853,Love & Sex (2000)
4854,Love Actually (2003)
4855,Love Affair (1994)
4856,"Love Bug, The (1969)"
4857,Love Field (1992)
4858,"Love Guru, The (2008)"
4859,Love Is Colder Than Death (Liebe ist kälter als der Tod) (1969)
4860,Love Is Strange (2014)
4861,Love Is a Many-Splendored Thing (1955)
4862,Love Is the Devil (1998)
4863,"Love Letter, The (1999)"
4864,Love Me If You Dare (Jeux d'enfants) (2003)
4865,Love Potion #9 (1992)
4866,"Love Song for Bobby Long, A (2004)"
4867,Love Stinks (1999)
4868,Love Story (1970)
4869,Love Walked In (1998)
4870,Love Wrecked (2005)
4871,Love and Basketball (2000)
4872,Love and Death (1975)
4873,Love and Death on Long Island (1997)
4874,Love and Other Catastrophes (1996)
4875,Love and Other Drugs (2010)
4876,Love and a .45 (1994)
4877,Love and a Bullet (2002)
4878,Love in the Afternoon (1957)
4879,"Love on the Run (Amour en fuite, L') (1979)"
4880,Love the Hard Way (2001)
4881,Love! Valour! Compassion! (1997)
4882,Love's Labour's Lost (2000)
4883,"Loved Ones, The (2009)"
4884,Lovelace (2013)
4885,Lovely & Amazing (2001)
4886,"Lovely Bones, The (2009)"
4887,Lover Come Back (1961)
4888,"Lover, The (Amant, L') (1992)"
4889,Loverboy (1989)
4890,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)"
4891,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)"
4892,Lovesick (2014)
4893,Loving You (1957)
4894,"Low Down Dirty Shame, A (1994)"
4895,Lucas (1986)
4896,Lucky Break (2001)
4897,Lucky Number Slevin (2006)
4898,Lucky Numbers (2000)
4899,"Lucky One, The (2012)"
4900,Lucy (2014)
4901,Lumumba (2000)
4902,Luna de Avellaneda (2004)
4903,"Luna, La (1979)"
4904,Lunacy (Sílení) (2006)
4905,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)
4906,Lured (1947)
4907,"Lust, Caution (Se, jie) (2007)"
4908,Luther (2003)
4909,Luxo Jr. (1986)
4910,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
4911,M (1931)
4912,M*A*S*H (a.k.a. MASH) (1970)
4913,M. Butterfly (1993)
4914,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)"
4915,Maborosi (Maboroshi no hikari) (1995)
4916,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)"
4917,Machete (2010)
4918,Machete Kills (Machete 2) (2013)
4919,Mackenna's Gold (1969)
4920,Mad About Mambo (2000)
4921,Mad City (1997)
4922,Mad Dog and Glory (1993)
4923,Mad Hot Ballroom (2005)
4924,Mad Love (1995)
4925,Mad Max (1979)
4926,Mad Max Beyond Thunderdome (1985)
4927,Mad Max: Fury Road (2015)
4928,Madagascar (2005)
4929,Madagascar 3: Europe's Most Wanted (2012)
4930,Madagascar: Escape 2 Africa (2008)
4931,Madame Butterfly (1995)
4932,Madame Sousatzka (1988)
4933,Made (2001)
4934,Made for Each Other (1939)
4935,Made in America (1993)
4936,Made in Dagenham (2010)
4937,Made of Honor (2008)
4938,Madeline (1998)
4939,"Madness of King George, The (1994)"
4940,Madonna: Truth or Dare (1991)
4941,Maelström (2000)
4942,"Magdalene Sisters, The (2002)"
4943,Maggie (2015)
4944,Magic (1978)
4945,"Magic Flute, The (Trollflöjten) (1975)"
4946,Magic Mike (2012)
4947,Magic Mike XXL (2015)
4948,Magic Trip (2011)
4949,Magic in the Moonlight (2014)
4950,Magical Mystery Tour (1967)
4951,Magicians (2007)
4952,"Magnificent Ambersons, The (1942)"
4953,Magnificent Obsession (1954)
4954,"Magnificent Seven, The (1960)"
4955,Magnolia (1999)
4956,Magnum Force (1973)
4957,Mahler (1974)
4958,Maid in Manhattan (2002)
4959,Maid to Order (1987)
4960,"Main Event, The (1979)"
4961,"Majestic, The (2001)"
4962,Major League (1989)
4963,Major League II (1994)
4964,Major League: Back to the Minors (1998)
4965,Major Payne (1995)
4966,"Major and the Minor, The (1942)"
4967,Make Mine Music (1946)
4968,Make the Yuletide Gay (2009)
4969,Making Love (1982)
4970,Making Mr. Right (1987)
4971,Making a Murderer (2015)
4972,"Making of a Legend: Gone with the Wind, The (1988)"
4973,Mala Noche (1985)
4974,Malcolm X (1992)
4975,Maleficent (2014)
4976,Malibu's Most Wanted (2003)
4977,Malice (1993)
4978,Mallrats (1995)
4979,"Maltese Falcon, The (1941)"
4980,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
4981,Malèna (2000)
4982,Mama (2013)
4983,Mambo Italiano (2003)
4984,"Mambo Kings, The (1992)"
4985,Mamma Mia! (2008)
4986,Man Bites Dog (C'est arrivé près de chez vous) (1992)
4987,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)"
4988,Man Facing Southeast (1986)
4989,"Man Who Came to Dinner, The (1942)"
4990,"Man Who Fell to Earth, The (1976)"
4991,"Man Who Knew Too Little, The (1997)"
4992,"Man Who Knew Too Much, The (1934)"
4993,"Man Who Knew Too Much, The (1956)"
4994,"Man Who Shot Liberty Valance, The (1962)"
4995,"Man Who Wasn't There, The (2001)"
4996,"Man Who Would Be King, The (1975)"
4997,"Man Without a Face, The (1993)"
4998,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)"
4999,"Man and a Woman, A (Un homme et une femme) (1966)"
5000,"Man for All Seasons, A (1966)"
5001,"Man from Earth, The (2007)"
5002,"Man from Snowy River, The (1982)"
5003,"Man in the Iron Mask, The (1998)"
5004,"Man in the White Suit, The (1951)"
5005,Man of Steel (2013)
5006,Man of Tai Chi (2013)
5007,Man of the House (1995)
5008,Man of the Year (1995)
5009,Man of the Year (2006)
5010,Man on Fire (2004)
5011,Man on Wire (2008)
5012,Man on a Ledge (2012)
5013,Man on the Moon (1999)
5014,"Man on the Train (Homme du train, L') (2002)"
5015,"Man with One Red Shoe, The (1985)"
5016,"Man with Two Brains, The (1983)"
5017,"Man with the Golden Arm, The (1955)"
5018,"Man with the Golden Gun, The (1974)"
5019,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)"
5020,Man's Favorite Sport? (1964)
5021,"Man, The (2005)"
5022,"Manchurian Candidate, The (1962)"
5023,"Manchurian Candidate, The (2004)"
5024,Mandela: Long Walk to Freedom (2013)
5025,Manderlay (2005)
5026,"Mangler, The (1995)"
5027,Manhattan (1979)
5028,Manhattan Murder Mystery (1993)
5029,Manhunter (1986)
5030,Maniac (1963)
5031,Maniac (1980)
5032,Maniac Cop (1988)
5033,Manic (2001)
5034,Mannequin (1987)
5035,Manon of the Spring (Manon des sources) (1986)
5036,Manos: The Hands of Fate (1966)
5037,Mansfield Park (1999)
5038,Manson Family Vacation (2015)
5039,"Manson Family, The (2003)"
5040,Manufacturing Consent: Noam Chomsky and the Media (1992)
5041,"Many Adventures of Winnie the Pooh, The (1977)"
5042,"Map of the World, A (1999)"
5043,Maps to the Stars (2014)
5044,Marathon Man (1976)
5045,Marc Maron: Thinky Pain (2013)
5046,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)"
5047,"March of the Penguins (Marche de l'empereur, La) (2005)"
5048,Marco Polo: One Hundred Eyes (2015)
5049,Margaret (2011)
5050,Margaret's Museum (1995)
5051,Margin Call (2011)
5052,Margot at the Wedding (2007)
5053,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)"
5054,"Mariachi, El (1992)"
5055,Marie Antoinette (2006)
5056,"Marine, The (2006)"
5057,Marjorie Morningstar (1958)
5058,"Mark of Zorro, The (1920)"
5059,"Mark of Zorro, The (1940)"
5060,Mark of the Devil (Hexen bis aufs Blut gequält) (1970)
5061,Marked for Death (1990)
5062,Marlene Dietrich: Shadow and Light (1996)
5063,Marley & Me (2008)
5064,Marley (2012)
5065,Marnie (1964)
5066,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)"
5067,Married to the Mob (1988)
5068,"Marrying Man, The (Too Hot to Handle) (1991)"
5069,Mars Attacks! (1996)
5070,Mars Needs Moms (2011)
5071,Martha Marcy May Marlene (2011)
5072,Martian Child (2007)
5073,Martin (1977)
5074,Marty (1955)
5075,Martyrs (2008)
5076,Marvin's Room (1996)
5077,Marwencol (2010)
5078,Mary Poppins (1964)
5079,Mary Reilly (1996)
5080,Mary Shelley's Frankenstein (Frankenstein) (1994)
5081,Mary and Max (2009)
5082,Masculin Féminin (1966)
5083,Mask (1985)
5084,"Mask of Zorro, The (1998)"
5085,"Mask, The (1994)"
5086,"Masque of the Red Death, The (1964)"
5087,Masquerade (1988)
5088,Mass Appeal (1984)
5089,Master and Commander: The Far Side of the World (2003)
5090,"Master of Disguise, The (2002)"
5091,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)
5092,"Master, The (2012)"
5093,Masters of the Universe (1987)
5094,"Matador, The (2005)"
5095,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)"
5096,Match Point (2005)
5097,"MatchMaker, The (1997)"
5098,Matchstick Men (2003)
5099,Matewan (1987)
5100,Matilda (1996)
5101,"Matrix Reloaded, The (2003)"
5102,"Matrix Revolutions, The (2003)"
5103,"Matrix, The (1999)"
5104,Matti: Hell Is for Heroes (Matti) (2006)
5105,Maurice (1987)
5106,Maverick (1994)
5107,Max (2002)
5108,Max Dugan Returns (1983)
5109,Max Keeble's Big Move (2001)
5110,Max Payne (2008)
5111,Maximum Conviction (2012)
5112,Maximum Overdrive (1986)
5113,Maximum Risk (1996)
5114,May (2002)
5115,Maya Lin: A Strong Clear Vision (1994)
5116,Maybe Baby (2000)
5117,"Maze Runner, The (2014)"
5118,Maze Runner: Scorch Trials (2015)
5119,McCabe & Mrs. Miller (1971)
5120,"McFarland, USA (2015)"
5121,McHale's Navy (1997)
5122,Me Before You (2016)
5123,Me Myself I (2000)
5124,Me and Earl and the Dying Girl (2015)
5125,Me and You and Everyone We Know (2005)
5126,"Me, Myself & Irene (2000)"
5127,Mean Creek (2004)
5128,Mean Girls (2004)
5129,Mean Machine (2001)
5130,Mean Streets (1973)
5131,Meatballs (1979)
5132,Meatballs 4 (1992)
5133,Meatballs III (1987)
5134,Meatballs Part II (1984)
5135,"Mechanic, The (2011)"
5136,"Medallion, The (2003)"
5137,Medicine Man (1992)
5138,Mediterraneo (1991)
5139,Medium Cool (1969)
5140,Meet Dave (2008)
5141,Meet Joe Black (1998)
5142,Meet John Doe (1941)
5143,Meet Me in St. Louis (1944)
5144,Meet the Deedles (1998)
5145,Meet the Feebles (1989)
5146,Meet the Fockers (2004)
5147,Meet the Parents (2000)
5148,Meet the Robinsons (2007)
5149,Meet the Spartans (2008)
5150,Megamind (2010)
5151,Mei and the Kittenbus (2002)
5152,Melancholia (2011)
5153,Melinda and Melinda (2004)
5154,Melvin Goes to Dinner (2003)
5155,Melvin and Howard (1980)
5156,"Member of the Wedding, The (1952)"
5157,Memento (2000)
5158,Memoirs of a Geisha (2005)
5159,Memories (Memorîzu) (1995)
5160,Memories of Murder (Salinui chueok) (2003)
5161,Memphis Belle (1990)
5162,Men Don't Leave (1990)
5163,"Men Who Stare at Goats, The (2009)"
5164,Men at Work (1990)
5165,Men in Black (a.k.a. MIB) (1997)
5166,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)
5167,Men in Black III (M.III.B.) (M.I.B.³) (2012)
5168,Men of Honor (2000)
5169,Men of War (1994)
5170,Men with Brooms (2002)
5171,Men with Guns (1997)
5172,"Men, The (1950)"
5173,"Men, Women & Children (2014)"
5174,Menace II Society (1993)
5175,Mental (2012)
5176,Mephisto (1981)
5177,"Merchant of Venice, The (2004)"
5178,Mercury Rising (1998)
5179,Mermaids (1990)
5180,Merry Madagascar (2009)
5181,"Merry War, A (1997)"
5182,Message in a Bottle (1999)
5183,Message to Love: The Isle of Wight Festival (1996)
5184,"Messenger, The (2009)"
5185,"Messenger: The Story of Joan of Arc, The (1999)"
5186,Metal: A Headbanger's Journey (2005)
5187,Metallica: Some Kind of Monster (2004)
5188,Meteor (1979)
5189,"Meteor Man, The (1993)"
5190,Metro (1997)
5191,Metroland (1997)
5192,Metropolis (1927)
5193,Metropolis (2001)
5194,Metropolitan (1990)
5195,"Mexican, The (2001)"
5196,Miami Blues (1990)
5197,Miami Connection (1987)
5198,Miami Rhapsody (1995)
5199,Miami Vice (2006)
5200,Michael (1996)
5201,Michael Clayton (2007)
5202,Michael Collins (1996)
5203,Michael Jackson's This Is It (2009)
5204,Michael Jackson's Thriller (1983)
5205,Michael Jordan to the Max (2000)
5206,Mickey Blue Eyes (1999)
5207,Micmacs (Micmacs à tire-larigot) (2009)
5208,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)
5209,Middle Men (2009)
5210,"Midnight Clear, A (1992)"
5211,Midnight Cowboy (1969)
5212,Midnight Express (1978)
5213,Midnight Run (1988)
5214,Midnight Special (2015)
5215,Midnight in Paris (2011)
5216,Midnight in the Garden of Good and Evil (1997)
5217,"Midsummer Night's Sex Comedy, A (1982)"
5218,Mifune's Last Song (Mifunes sidste sang) (1999)
5219,Mighty Aphrodite (1995)
5220,"Mighty Ducks, The (1992)"
5221,Mighty Joe Young (1949)
5222,Mighty Joe Young (1998)
5223,Mighty Morphin Power Rangers: The Movie (1995)
5224,"Mighty Wind, A (2003)"
5225,"Mighty, The (1998)"
5226,Mike & Dave Need Wedding Dates (2016)
5227,Mike's Murder (1984)
5228,Mike's New Car (2002)
5229,Milagro Beanfield War (1988)
5230,Mildred Pierce (1945)
5231,Mildred Pierce (2011)
5232,Miles Ahead (2016)
5233,Milk (2008)
5234,Milk Money (1994)
5235,Millennium (1989)
5236,Millennium Actress (Sennen joyû) (2001)
5237,Miller's Crossing (1990)
5238,Million Dollar Arm (2014)
5239,Million Dollar Baby (2004)
5240,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)"
5241,"Million Dollar Hotel, The (2001)"
5242,Millions (2004)
5243,Mimic (1997)
5244,Mina Tannenbaum (1994)
5245,Mind Game (2004)
5246,Mindhunters (2004)
5247,Mindwalk (1990)
5248,Minions (2015)
5249,Ministry of Fear (1944)
5250,Minority Report (2002)
5251,"Minus Man, The (1999)"
5252,Miracle (2004)
5253,Miracle Mile (1989)
5254,"Miracle Worker, The (1962)"
5255,Miracle on 34th Street (1947)
5256,Miracle on 34th Street (1994)
5257,Mirage (1995)
5258,"Mirror Crack'd, The (1980)"
5259,"Mirror Has Two Faces, The (1996)"
5260,Mirror Mirror (2012)
5261,"Mirror, The (Zerkalo) (1975)"
5262,MirrorMask (2005)
5263,Misery (1990)
5264,"Misfits, The (1961)"
5265,Miss Congeniality (2000)
5266,Miss Congeniality 2: Armed and Fabulous (2005)
5267,Miss Firecracker (1989)
5268,Miss Julie (1999)
5269,Miss Meadows (2014)
5270,Miss Potter (2006)
5271,Miss Violence (2013)
5272,Missing (1982)
5273,Missing in Action (1984)
5274,"Missing, The (2003)"
5275,Mission to Mars (2000)
5276,Mission to Mir (1997)
5277,"Mission, The (1986)"
5278,Mission: Impossible (1996)
5279,Mission: Impossible - Ghost Protocol (2011)
5280,Mission: Impossible - Rogue Nation (2015)
5281,Mission: Impossible II (2000)
5282,Mission: Impossible III (2006)
5283,Mississippi Burning (1988)
5284,Mississippi Masala (1991)
5285,"Mist, The (2007)"
5286,Mistaken for Strangers (2013)
5287,Mister Lonely (2007)
5288,Mister Roberts (1955)
5289,"Misérables, Les (1995)"
5290,"Misérables, Les (1998)"
5291,"Misérables, Les (2012)"
5292,Mitchell (1975)
5293,Mixed Nuts (1994)
5294,Mo' Better Blues (1990)
5295,"Mod Squad, The (1999)"
5296,Modern Problems (1981)
5297,Modern Times (1936)
5298,"Moderns, The (1988)"
5299,Mogambo (1953)
5300,Mohenjo Daro (2016)
5301,Moll Flanders (1996)
5302,Mommie Dearest (1981)
5303,Mon Oncle (My Uncle) (1958)
5304,Mon Oncle Antoine (1971)
5305,Mon oncle d'Amérique (1980)
5306,Mona Lisa (1986)
5307,Mona Lisa Smile (2003)
5308,"Mondays in the Sun (Lunes al sol, Los) (2002)"
5309,Mondo Hollywood (1967)
5310,Money Monster (2016)
5311,"Money Pit, The (1986)"
5312,Money Talks (1997)
5313,Money Train (1995)
5314,Moneyball (2011)
5315,Mongol (2007)
5316,Monkey Business (1931)
5317,Monkey Shines (1988)
5318,Monkeybone (2001)
5319,Monsieur Hire (1989)
5320,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003)
5321,Monsieur Verdoux (1947)
5322,Monsignor (1982)
5323,Monsoon Wedding (2001)
5324,Monster (2003)
5325,Monster House (2006)
5326,"Monster Squad, The (1987)"
5327,Monster in a Box (1992)
5328,Monster's Ball (2001)
5329,Monster-in-Law (2005)
5330,Monsters (2010)
5331,Monsters University (2013)
5332,Monsters vs Aliens: Mutant Pumpkins from Outer Space (2009)
5333,Monsters vs. Aliens (2009)
5334,"Monsters, Inc. (2001)"
5335,Monterey Pop (1968)
5336,"Month by the Lake, A (1995)"
5337,"Month in the Country, A (1987)"
5338,Monty Python Live at the Hollywood Bowl (1982)
5339,Monty Python and the Holy Grail (1975)
5340,Monty Python's And Now for Something Completely Different (1971)
5341,Monty Python's Life of Brian (1979)
5342,Monty Python's The Meaning of Life (1983)
5343,"Monuments Men, The (2014)"
5344,Mood Indigo (L'écume des jours) (2013)
5345,Moon (2009)
5346,Moon Over Parador (1988)
5347,Moonlight Mile (2002)
5348,Moonlighting (1982)
5349,Moonraker (1979)
5350,Moonrise Kingdom (2012)
5351,Moonstruck (1987)
5352,More (1998)
5353,Morgan! (1966)
5354,"Morning After, The (1986)"
5355,Morning Glory (2010)
5356,Morons From Outer Space (1985)
5357,"Mortal Instruments: City of Bones, The (2013)"
5358,Mortal Kombat (1995)
5359,Mortal Kombat: Annihilation (1997)
5360,Mortal Thoughts (1991)
5361,Moscow on the Hudson (1984)
5362,"Mosquito Coast, The (1986)"
5363,"Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers, The (2009)"
5364,"Most Hated Family in America, The (2007)"
5365,Mostly Martha (Bella Martha) (2001)
5366,Motel Hell (1980)
5367,Mother (1996)
5368,Mother (Madeo) (2009)
5369,Mother Night (1996)
5370,"Mother and the Whore, The (Maman et la putain, La) (1973)"
5371,Mother's Day (2016)
5372,"Mothman Prophecies, The (2002)"
5373,Mothra (Mosura) (1961)
5374,Motorama (1991)
5375,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
5376,Moulin Rouge (2001)
5377,Mouse Hunt (1997)
5378,"Mouse That Roared, The (1959)"
5379,Movie 43 (2013)
5380,Mozart and the Whale (2005)
5381,Mr. & Mrs. Bridge (1990)
5382,Mr. & Mrs. Smith (1941)
5383,Mr. & Mrs. Smith (2005)
5384,Mr. 3000 (2004)
5385,Mr. Bean's Holiday (2007)
5386,Mr. Blandings Builds His Dream House (1948)
5387,Mr. Brooks (2007)
5388,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
5389,Mr. Deeds (2002)
5390,Mr. Deeds Goes to Town (1936)
5391,Mr. Destiny (1990)
5392,Mr. Holland's Opus (1995)
5393,Mr. Jones (1993)
5394,Mr. Magoo (1997)
5395,Mr. Magorium's Wonder Emporium (2007)
5396,Mr. Mom (1983)
5397,Mr. Nice Guy (Yat goh ho yan) (1997)
5398,Mr. Nobody (2009)
5399,Mr. Peabody & Sherman (2014)
5400,Mr. Popper's Penguins (2011)
5401,Mr. Saturday Night (1992)
5402,Mr. Skeffington (1944)
5403,Mr. Smith Goes to Washington (1939)
5404,Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows) (1996)
5405,Mr. Warmth: The Don Rickles Project (2007)
5406,Mr. Wonderful (1993)
5407,Mr. Wrong (1996)
5408,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)"
5409,Mrs. Dalloway (1997)
5410,Mrs. Doubtfire (1993)
5411,Mrs. Miniver (1942)
5412,Mrs. Palfrey at the Claremont (2005)
5413,Mrs. Parker and the Vicious Circle (1994)
5414,Mrs. Soffel (1984)
5415,Mrs. Winterbourne (1996)
5416,Much Ado About Nothing (1993)
5417,Muck (2015)
5418,Mud (2012)
5419,Mulan (1998)
5420,Mulan II (2004)
5421,Mulholland Drive (2001)
5422,Mulholland Falls (1996)
5423,Multiplicity (1996)
5424,Mumford (1999)
5425,"Mummy Returns, The (2001)"
5426,"Mummy's Curse, The (1944)"
5427,"Mummy's Ghost, The (1944)"
5428,"Mummy's Hand, The (1940)"
5429,"Mummy's Tomb, The (1942)"
5430,"Mummy, The (1932)"
5431,"Mummy, The (1959)"
5432,"Mummy, The (1999)"
5433,"Mummy: Tomb of the Dragon Emperor, The (2008)"
5434,Munchies (1987)
5435,Munich (2005)
5436,"Muppet Christmas Carol, The (1992)"
5437,"Muppet Movie, The (1979)"
5438,Muppet Treasure Island (1996)
5439,Muppets From Space (1999)
5440,Muppets Most Wanted (2014)
5441,"Muppets Take Manhattan, The (1984)"
5442,"Muppets, The (2011)"
5443,Murder Party (2007)
5444,Murder at 1600 (1997)
5445,Murder by Death (1976)
5446,Murder by Numbers (2002)
5447,Murder in the First (1995)
5448,Murder on a Sunday Morning (Un coupable idéal) (2001)
5449,Murder on the Orient Express (1974)
5450,Murder! (1930)
5451,"Murder, My Sweet (1944)"
5452,Murderball (2005)
5453,Muriel's Wedding (1994)
5454,Murmur of the Heart (Le souffle au coeur) (1971)
5455,Murphy's Romance (1985)
5456,Murphy's War (1971)
5457,Musa the Warrior (Musa) (2001)
5458,Muscle Shoals (2013)
5459,"Muse, The (1999)"
5460,Music Box (1989)
5461,Music From Another Room (1998)
5462,"Music Man, The (1962)"
5463,Music and Lyrics (2007)
5464,Music of the Heart (1999)
5465,"Musketeer, The (2001)"
5466,Must Love Dogs (2005)
5467,Mutant Chronicles (2008)
5468,Mute Witness (1994)
5469,Mutiny on the Bounty (1935)
5470,Mutiny on the Bounty (1962)
5471,My Architect: A Son's Journey (2003)
5472,My Beautiful Laundrette (1985)
5473,My Best Fiend (Mein liebster Feind) (1999)
5474,My Best Friend (Mon meilleur ami) (2006)
5475,My Best Friend's Wedding (1997)
5476,My Big Fat Greek Wedding (2002)
5477,My Bloody Valentine 3-D (2009)
5478,My Blue Heaven (1990)
5479,My Bodyguard (1980)
5480,My Boyfriend's Back (1993)
5481,My Chauffeur (1986)
5482,My Cousin Vinny (1992)
5483,My Crazy Life (Mi vida loca) (1993)
5484,My Darling Clementine (1946)
5485,My Dinner with André (1981)
5486,My Dog Skip (1999)
5487,My Fair Lady (1964)
5488,My Family (1995)
5489,My Father's Glory (La gloire de mon père) (1990)
5490,My Favorite Brunette (1947)
5491,My Favorite Martian (1999)
5492,My Favorite Season (1993)
5493,My Favorite Wife (1940)
5494,My Favorite Year (1982)
5495,My Fellow Americans (1996)
5496,My First Mister (2001)
5497,My Friend Rockefeller (2015)
5498,My Giant (1998)
5499,My Girl (1991)
5500,My Girl 2 (1994)
5501,My Kid Could Paint That (2007)
5502,My Left Foot (1989)
5503,My Life (1993)
5504,My Life Without Me (2003)
5505,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)
5506,My Life as a Dog (Mitt liv som hund) (1985)
5507,My Life in Pink (Ma vie en rose) (1997)
5508,My Little Chickadee (1940)
5509,My Man Godfrey (1936)
5510,My Man Godfrey (1957)
5511,"My Mother's Castle (Château de ma mère, Le) (1990)"
5512,My Name Is Bruce (2007)
5513,My Name Is Joe (1998)
5514,My Name Is Nobody (Il Mio nome è Nessuno) (1973)
5515,My Name is Khan (2010)
5516,My Neighbor Totoro (Tonari no Totoro) (1988)
5517,My Night At Maud's (Ma Nuit Chez Maud) (1969)
5518,My Own Private Idaho (1991)
5519,My Sassy Girl (Yeopgijeogin geunyeo) (2001)
5520,My Science Project (1985)
5521,My Side of the Mountain (1969)
5522,My Sister's Keeper (2009)
5523,My Son the Fanatic (1997)
5524,"My Son, My Son, What Have Ye Done (2009)"
5525,My Stepmother Is an Alien (1988)
5526,My Summer of Love (2004)
5527,My Super Ex-Girlfriend (2006)
5528,My Tutor (1983)
5529,My Week with Marilyn (2011)
5530,My Wife is an Actress (Ma Femme est une Actrice) (2001)
5531,My Winnipeg (2007)
5532,Mysterious Island (1961)
5533,Mysterious Skin (2004)
5534,Mystery Date (1991)
5535,Mystery Men (1999)
5536,Mystery Science Theater 3000: The Movie (1996)
5537,Mystery Team (2009)
5538,Mystery Train (1989)
5539,"Mystery, Alaska (1999)"
5540,Mystic Pizza (1988)
5541,Mystic River (2003)
5542,"Myth of Fingerprints, The (1997)"
5543,"Myth of the American Sleepover, The (2010)"
5544,Métisse (Café au Lait) (1993)
5545,Nacho Libre (2006)
5546,Nadine (1987)
5547,Nadja (1994)
5548,Naked (1993)
5549,"Naked Gun 2 1/2: The Smell of Fear, The (1991)"
5550,Naked Gun 33 1/3: The Final Insult (1994)
5551,"Naked Gun: From the Files of Police Squad!, The (1988)"
5552,Naked Lunch (1991)
5553,"Name of the Rose, The (Name der Rose, Der) (1986)"
5554,"Namesake, The (2006)"
5555,Nana (2005)
5556,Nancy Drew (2007)
5557,"Nanny Diaries, The (2007)"
5558,Nanny McPhee (2005)
5559,Nanook of the North (1922)
5560,Naomi and Ely's No Kiss List (2015)
5561,Napoleon Dynamite (2004)
5562,Napoléon (1927)
5563,Naqoyqatsi (2002)
5564,Narc (2002)
5565,Narcopolis (2014)
